 latitude",longitude,Field Name
   43.062347000000003      ,   141.35413299999999      ,Sapporo
   35.677326999999998      ,   139.76900100000000      ,Tokyo
   36.044002999999996      ,   137.25851299999999      ,Takayama
   35.166680999999997      ,   136.94805600000001      ,Nagoya
   35.029142000000000      ,   135.77029200000001      ,Kyoto
   34.703212000000001      ,   135.49686299999999      ,Osaka
   33.596145000000000      ,   130.40476400000000      ,Fukuoka
   26.197433000000000      ,   127.65375400000001      ,Naha
